program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);System time (s);Preprocessing Time(s)
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;1;0.465006;1.99;98;103%;~240;15.8715;47.6146;0.31;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;1;0.406924;1.71;98;96%;~240;15.8715;47.6146;0.23;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;1;0.230715;2.33;100;81%;~240;15.8715;47.6146;0.21;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;1;0.434619;1.77;96;106%;~240;15.8715;47.6146;0.24;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;1;0.856811;2.17;98;90%;~240;15.8715;47.6146;0.23;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;1;0.452612;1.57;98;119%;~240;15.8715;47.6146;0.22;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;2;0.670457;4.24;99;47%;~240;15.8715;47.6146;0.29;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;2;0.861221;2.20;98;91%;~240;15.8715;47.6146;0.28;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;2;0.430706;5.04;98;38%;~240;15.8715;47.6146;0.25;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;2;0.254124;3.86;98;52%;~240;15.8715;47.6146;0.26;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;2;0.47119;2.84;102;67%;~240;15.8715;47.6146;0.20;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;2;0.464879;2.84;92;66%;~240;15.8715;47.6146;0.27;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;2;0.455804;1.59;100;117%;~240;15.8715;47.6146;0.20;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;2;0.678547;4.89;99;41%;~240;15.8715;47.6146;0.32;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;2;0.495326;2.24;100;87%;~240;15.8715;47.6146;0.26;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;2;0.447232;1.24;98;165%;~240;15.8715;47.6146;0.33;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;5;1.10058;3.67;97;61%;~240;15.8715;47.6146;0.27;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;5;1.49754;6.69;98;32%;~240;15.8715;47.6146;0.35;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;5;1.11007;3.28;103;63%;~240;15.8715;47.6146;0.25;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;5;0.92833;6.60;100;32%;~240;15.8715;47.6146;0.28;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;5;1.10011;4.27;101;50%;~240;15.8715;47.6146;0.25;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;5;0.722142;9.41;99;23%;~240;15.8715;47.6146;0.31;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;5;1.00567;5.98;95;37%;~240;15.8715;47.6146;0.32;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;5;0.700152;4.29;97;49%;~240;15.8715;47.6146;0.27;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;5;1.8043;6.99;98;30%;~240;15.8715;47.6146;0.22;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;5;1.79634;5.63;97;39%;~240;15.8715;47.6146;0.24;NA
