program  c.domain  adv.model   protocol         partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Preprocessing Time(s)
52       RING      semihonest  replicated-ring  3          NA            NA                 NA                 50             25000            10000       0               14.3602              18.16                129           163%       ~3260         163.612         490.837          2.14             NA
52       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               19.9703              25.57                133           117%       ~3260         163.612         490.837          2.08             NA
52       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               19.824               25.41                133           118%       ~3260         163.612         490.837          2.05             NA
52       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               19.8149              25.41                125           117%       ~3260         163.612         490.837          2.06             NA
52       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               19.8331              25.42                129           117%       ~3260         163.612         490.837          2.08             NA
52       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               19.8276              25.43                128           117%       ~3260         163.612         490.837          2.00             NA
52       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               19.8648              25.46                133           116%       ~3260         163.612         490.837          2.07             NA
52       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               20.113               25.71                127           116%       ~3260         163.612         490.837          2.04             NA
52       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               19.7956              25.40                130           118%       ~3260         163.612         490.837          2.00             NA
52       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               19.8267              25.42                124           117%       ~3260         163.612         490.837          2.16             NA
52       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               19.8433              25.43                129           118%       ~3260         163.612         490.837          2.08             NA
