program  c.domain  adv.model   protocol         partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Preprocessing Time(s)
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 50             25000            10000       0               2.32417              6.12                 93            44%        ~240          15.8715         47.6146          0.34             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 50             25000            10000       0               2.33014              6.12                 99            46%        ~240          15.8715         47.6146          0.31             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 50             25000            10000       0               2.32                 6.11                 99            45%        ~240          15.8715         47.6146          0.33             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 50             25000            10000       0               2.32995              6.11                 96            44%        ~240          15.8715         47.6146          0.29             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 50             25000            10000       0               2.31974              6.11                 100           44%        ~240          15.8715         47.6146          0.32             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               3.36214              8.94                 99            31%        ~240          15.8715         47.6146          0.36             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               3.34786              8.94                 101           30%        ~240          15.8715         47.6146          0.26             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               3.34879              8.93                 93            31%        ~240          15.8715         47.6146          0.34             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               3.36169              8.95                 98            31%        ~240          15.8715         47.6146          0.34             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               3.34859              8.94                 93            31%        ~240          15.8715         47.6146          0.32             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               3.34943              8.93                 98            30%        ~240          15.8715         47.6146          0.36             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               3.35116              8.93                 98            31%        ~240          15.8715         47.6146          0.31             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               3.36484              8.95                 97            30%        ~240          15.8715         47.6146          0.30             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               3.34848              8.95                 93            31%        ~240          15.8715         47.6146          0.25             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 75             25000            10000       0               3.36809              8.95                 101           31%        ~240          15.8715         47.6146          0.33             NA
